id,record_id,source_file,title,section_title,section_index,section_source,chunk_index,chunk_count,within_section_chunk_index,within_section_chunk_count,chunk_chars,chunk_token_len_approx
pmc_000001::chunk_00000,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Title and abstract,-1,record_title_abstract,0,41,0,1,2211,314
pmc_000001::chunk_00001,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Introduction,0,xml_top_level_sec,1,41,0,4,12,1
pmc_000001::chunk_00002,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Introduction,0,xml_top_level_sec,2,41,1,4,2544,376
pmc_000001::chunk_00003,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Introduction,0,xml_top_level_sec,3,41,2,4,2548,399
pmc_000001::chunk_00004,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Introduction,0,xml_top_level_sec,4,41,3,4,1774,274
pmc_000001::chunk_00005,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,5,41,0,22,7,1
pmc_000001::chunk_00006,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,6,41,1,22,2611,396
pmc_000001::chunk_00007,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,7,41,2,22,2579,377
pmc_000001::chunk_00008,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,8,41,3,22,2430,393
pmc_000001::chunk_00009,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,9,41,4,22,2556,397
pmc_000001::chunk_00010,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,10,41,5,22,2665,398
pmc_000001::chunk_00011,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,11,41,6,22,2651,383
pmc_000001::chunk_00012,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,12,41,7,22,2752,389
pmc_000001::chunk_00013,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,13,41,8,22,2861,387
pmc_000001::chunk_00014,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,14,41,9,22,2637,386
pmc_000001::chunk_00015,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,15,41,10,22,2560,390
pmc_000001::chunk_00016,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,16,41,11,22,2536,368
pmc_000001::chunk_00017,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,17,41,12,22,2661,377
pmc_000001::chunk_00018,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,18,41,13,22,2790,400
pmc_000001::chunk_00019,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,19,41,14,22,2663,391
pmc_000001::chunk_00020,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,20,41,15,22,2639,399
pmc_000001::chunk_00021,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,21,41,16,22,2732,391
pmc_000001::chunk_00022,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,22,41,17,22,2647,397
pmc_000001::chunk_00023,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,23,41,18,22,2630,397
pmc_000001::chunk_00024,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,24,41,19,22,2520,396
pmc_000001::chunk_00025,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,25,41,20,22,2606,384
pmc_000001::chunk_00026,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Results,1,xml_top_level_sec,26,41,21,22,2255,344
pmc_000001::chunk_00027,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Discussion,2,xml_top_level_sec,27,41,0,4,10,1
pmc_000001::chunk_00028,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Discussion,2,xml_top_level_sec,28,41,1,4,2735,396
pmc_000001::chunk_00029,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Discussion,2,xml_top_level_sec,29,41,2,4,2594,389
pmc_000001::chunk_00030,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Discussion,2,xml_top_level_sec,30,41,3,4,2314,339
pmc_000001::chunk_00031,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Materials and Methods,3,xml_top_level_sec,31,41,0,6,21,3
pmc_000001::chunk_00032,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Materials and Methods,3,xml_top_level_sec,32,41,1,6,2504,395
pmc_000001::chunk_00033,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Materials and Methods,3,xml_top_level_sec,33,41,2,6,2503,388
pmc_000001::chunk_00034,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Materials and Methods,3,xml_top_level_sec,34,41,3,6,2253,365
pmc_000001::chunk_00035,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Materials and Methods,3,xml_top_level_sec,35,41,4,6,2395,373
pmc_000001::chunk_00036,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Materials and Methods,3,xml_top_level_sec,36,41,5,6,840,136
pmc_000001::chunk_00037,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Supporting Information,4,xml_top_level_sec,37,41,0,4,22,2
pmc_000001::chunk_00038,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Supporting Information,4,xml_top_level_sec,38,41,1,4,2324,400
pmc_000001::chunk_00039,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Supporting Information,4,xml_top_level_sec,39,41,2,4,2488,389
pmc_000001::chunk_00040,pmc_000001,PMC000xxxxxx/PMC176545.xml,The Transcriptome of the Intraerythrocytic Developmental Cycle of Plasmodium falciparum,Supporting Information,4,xml_top_level_sec,40,41,3,4,1938,310
pmc_000002::chunk_00000,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Title and abstract,-1,record_title_abstract,0,17,0,1,1517,225
pmc_000002::chunk_00001,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Introduction,0,xml_top_level_sec,1,17,0,3,12,1
pmc_000002::chunk_00002,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Introduction,0,xml_top_level_sec,2,17,1,3,2623,400
pmc_000002::chunk_00003,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Introduction,0,xml_top_level_sec,3,17,2,3,1137,156
pmc_000002::chunk_00004,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Results,1,xml_top_level_sec,4,17,0,4,7,1
pmc_000002::chunk_00005,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Results,1,xml_top_level_sec,5,17,1,4,2657,398
pmc_000002::chunk_00006,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Results,1,xml_top_level_sec,6,17,2,4,2689,394
pmc_000002::chunk_00007,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Results,1,xml_top_level_sec,7,17,3,4,1836,269
pmc_000002::chunk_00008,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Discussion,2,xml_top_level_sec,8,17,0,4,10,1
pmc_000002::chunk_00009,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Discussion,2,xml_top_level_sec,9,17,1,4,2651,399
pmc_000002::chunk_00010,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Discussion,2,xml_top_level_sec,10,17,2,4,2656,392
pmc_000002::chunk_00011,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Discussion,2,xml_top_level_sec,11,17,3,4,1530,225
pmc_000002::chunk_00012,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Materials and Methods,3,xml_top_level_sec,12,17,0,4,21,3
pmc_000002::chunk_00013,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Materials and Methods,3,xml_top_level_sec,13,17,1,4,2725,383
pmc_000002::chunk_00014,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Materials and Methods,3,xml_top_level_sec,14,17,2,4,2672,398
pmc_000002::chunk_00015,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Materials and Methods,3,xml_top_level_sec,15,17,3,4,577,80
pmc_000002::chunk_00016,pmc_000002,PMC000xxxxxx/PMC176546.xml,DNA Analysis Indicates That Asian Elephants Are Native to Borneo and Are Therefore a High Priority for Conservation,Supporting Information,4,xml_top_level_sec,16,17,0,1,151,21
pmc_000003::chunk_00000,pmc_000003,PMC000xxxxxx/PMC176547.xml,Borneo Elephants: A High Priority for Conservation,Title and abstract,-1,record_title_abstract,0,2,0,1,50,7
pmc_000003::chunk_00001,pmc_000003,PMC000xxxxxx/PMC176547.xml,Borneo Elephants: A High Priority for Conservation,Body,0,xml_body_fallback,1,2,0,1,1879,286
pmc_000004::chunk_00000,pmc_000004,PMC000xxxxxx/PMC176548.xml,Monitoring Malaria: Genomic Activity of the Parasite in Human Blood Cells,Title and abstract,-1,record_title_abstract,0,4,0,1,73,11
pmc_000004::chunk_00001,pmc_000004,PMC000xxxxxx/PMC176548.xml,Monitoring Malaria: Genomic Activity of the Parasite in Human Blood Cells,Body,0,xml_body_fallback,1,4,0,3,4,1
pmc_000004::chunk_00002,pmc_000004,PMC000xxxxxx/PMC176548.xml,Monitoring Malaria: Genomic Activity of the Parasite in Human Blood Cells,Body,0,xml_body_fallback,2,4,1,3,2445,386
pmc_000004::chunk_00003,pmc_000004,PMC000xxxxxx/PMC176548.xml,Monitoring Malaria: Genomic Activity of the Parasite in Human Blood Cells,Body,0,xml_body_fallback,3,4,2,3,603,91
pmc_000005::chunk_00000,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Title and abstract,-1,record_title_abstract,0,22,0,1,2405,353
pmc_000005::chunk_00001,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Introduction,0,xml_top_level_sec,1,22,0,3,12,1
pmc_000005::chunk_00002,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Introduction,0,xml_top_level_sec,2,22,1,3,2513,390
pmc_000005::chunk_00003,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Introduction,0,xml_top_level_sec,3,22,2,3,1115,176
pmc_000005::chunk_00004,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,4,22,0,10,7,1
pmc_000005::chunk_00005,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,5,22,1,10,2463,398
pmc_000005::chunk_00006,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,6,22,2,10,2271,391
pmc_000005::chunk_00007,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,7,22,3,10,2537,389
pmc_000005::chunk_00008,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,8,22,4,10,2549,394
pmc_000005::chunk_00009,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,9,22,5,10,2261,395
pmc_000005::chunk_00010,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,10,22,6,10,2368,400
pmc_000005::chunk_00011,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,11,22,7,10,2248,381
pmc_000005::chunk_00012,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,12,22,8,10,2469,385
pmc_000005::chunk_00013,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Results,1,xml_top_level_sec,13,22,9,10,2127,359
pmc_000005::chunk_00014,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Discussion,2,xml_top_level_sec,14,22,0,4,10,1
pmc_000005::chunk_00015,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Discussion,2,xml_top_level_sec,15,22,1,4,2494,393
pmc_000005::chunk_00016,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Discussion,2,xml_top_level_sec,16,22,2,4,2310,378
pmc_000005::chunk_00017,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Discussion,2,xml_top_level_sec,17,22,3,4,1552,239
pmc_000005::chunk_00018,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Materials and Methods,3,xml_top_level_sec,18,22,0,3,21,3
pmc_000005::chunk_00019,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Materials and Methods,3,xml_top_level_sec,19,22,1,3,2448,385
pmc_000005::chunk_00020,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Materials and Methods,3,xml_top_level_sec,20,22,2,3,2248,337
pmc_000005::chunk_00021,pmc_000005,PMC000xxxxxx/PMC193604.xml,Drosophila Free-Running Rhythms Require Intercellular Communication,Supporting Information,4,xml_top_level_sec,21,22,0,1,1022,181
pmc_000006::chunk_00000,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Title and abstract,-1,record_title_abstract,0,24,0,1,1863,268
pmc_000006::chunk_00001,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Introduction,0,xml_top_level_sec,1,24,0,4,12,1
pmc_000006::chunk_00002,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Introduction,0,xml_top_level_sec,2,24,1,4,2625,388
pmc_000006::chunk_00003,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Introduction,0,xml_top_level_sec,3,24,2,4,2636,397
pmc_000006::chunk_00004,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Introduction,0,xml_top_level_sec,4,24,3,4,2164,322
pmc_000006::chunk_00005,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,5,24,0,7,7,1
pmc_000006::chunk_00006,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,6,24,1,7,2553,400
pmc_000006::chunk_00007,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,7,24,2,7,2457,389
pmc_000006::chunk_00008,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,8,24,3,7,2332,371
pmc_000006::chunk_00009,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,9,24,4,7,2351,380
pmc_000006::chunk_00010,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,10,24,5,7,2542,397
pmc_000006::chunk_00011,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Results,1,xml_top_level_sec,11,24,6,7,2306,345
pmc_000006::chunk_00012,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Discussion,2,xml_top_level_sec,12,24,0,6,10,1
pmc_000006::chunk_00013,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Discussion,2,xml_top_level_sec,13,24,1,6,2541,400
pmc_000006::chunk_00014,pmc_000006,PMC000xxxxxx/PMC193605.xml,From Gene Trees to Organismal Phylogeny in Prokaryotes:The Case of the γ-Proteobacteria,Discussion,2,xml_top_level_sec,14,24,2,6,2431,384
