record_id,source_file,title_abstract_token_len,full_token_len,exceeds_512_title_abstract,exceeds_512_full,estimated_chunks_title_abstract,estimated_chunks_full
pmc_001453,PMC000xxxxxx/PMC533867.xml,191,4000,False,True,1,13
pmc_001454,PMC000xxxxxx/PMC533868.xml,540,5023,True,True,2,16
pmc_001455,PMC000xxxxxx/PMC533869.xml,283,4400,False,True,1,14
pmc_001456,PMC000xxxxxx/PMC533870.xml,413,9359,False,True,2,29
pmc_001457,PMC000xxxxxx/PMC533871.xml,554,9946,True,True,2,31
pmc_001458,PMC000xxxxxx/PMC533872.xml,399,8289,False,True,1,26
pmc_001459,PMC000xxxxxx/PMC533873.xml,355,14443,False,True,1,45
pmc_001460,PMC000xxxxxx/PMC533874.xml,432,6641,False,True,2,21
pmc_001461,PMC000xxxxxx/PMC533875.xml,322,4226,False,True,1,13
pmc_001462,PMC000xxxxxx/PMC533876.xml,239,3196,False,True,1,10
pmc_001463,PMC000xxxxxx/PMC533877.xml,321,6255,False,True,1,20
pmc_001464,PMC000xxxxxx/PMC533878.xml,217,2862,False,True,1,9
pmc_001465,PMC000xxxxxx/PMC533879.xml,323,5467,False,True,1,17
pmc_001466,PMC000xxxxxx/PMC533880.xml,339,4795,False,True,1,15
pmc_001467,PMC000xxxxxx/PMC533881.xml,453,6663,False,True,2,21
pmc_001468,PMC000xxxxxx/PMC533882.xml,237,6242,False,True,1,20
pmc_001469,PMC000xxxxxx/PMC533883.xml,409,4913,False,True,2,16
pmc_001470,PMC000xxxxxx/PMC533884.xml,443,6878,False,True,2,22
pmc_001471,PMC000xxxxxx/PMC533885.xml,418,7387,False,True,2,23
pmc_001472,PMC000xxxxxx/PMC533886.xml,540,6408,True,True,2,20
pmc_001473,PMC000xxxxxx/PMC534089.xml,308,1617,False,True,1,5
pmc_001474,PMC000xxxxxx/PMC534090.xml,55,5145,False,True,1,16
pmc_001475,PMC000xxxxxx/PMC534091.xml,390,4046,False,True,1,13
pmc_001476,PMC000xxxxxx/PMC534092.xml,339,9089,False,True,1,29
pmc_001477,PMC000xxxxxx/PMC534093.xml,431,3778,False,True,2,12
pmc_001478,PMC000xxxxxx/PMC534094.xml,352,4145,False,True,1,13
pmc_001479,PMC000xxxxxx/PMC534095.xml,399,7802,False,True,1,25
